payment_id,loan_id,due_date,amount_due,amount_paid,payment_status
76,12,2024-07-12,5140.87,5140.87,Оплачен вовремя
77,12,2024-08-11,5140.87,5140.87,Оплачен вовремя
78,12,2024-09-10,5140.87,5140.87,Оплачен вовремя
79,12,2024-10-10,5140.87,5140.87,Оплачен вовремя
80,12,2024-11-09,5140.87,5140.87,Оплачен вовремя
81,12,2024-12-09,5140.87,5140.87,Оплачен вовремя
82,12,2025-01-08,5140.87,5140.87,Оплачен вовремя
83,12,2025-02-07,5140.87,5140.87,Оплачен вовремя
84,12,2025-03-09,5140.87,5140.87,Оплачен вовремя
85,12,2025-04-08,5140.87,5140.87,Оплачен вовремя
86,12,2025-05-08,5140.87,5140.87,Оплачен вовремя
87,12,2025-06-07,5140.87,5140.87,Оплачен вовремя
88,12,2025-07-07,5140.87,5140.87,Оплачен вовремя
89,12,2025-08-06,5140.87,5140.87,Оплачен вовремя
90,12,2025-09-05,5140.87,5140.87,Оплачен вовремя
91,12,2025-10-05,5140.87,5140.87,Оплачен вовремя
92,12,2025-11-04,5140.87,5140.87,Оплачен вовремя
93,12,2025-12-04,5140.87,5140.87,Оплачен вовремя
94,13,2024-08-25,6689.86,6689.86,Оплачен вовремя
95,13,2024-09-24,6689.86,6689.86,Оплачен вовремя
96,13,2024-10-24,6689.86,6689.86,Оплачен вовремя
97,13,2024-11-23,6689.86,6689.86,Оплачен вовремя
98,13,2024-12-23,6689.86,6689.86,Оплачен вовремя
99,13,2025-01-22,6689.86,6689.86,Оплачен вовремя
100,13,2025-02-21,6689.86,6689.86,Оплачен вовремя
101,13,2025-03-23,6689.86,6689.86,Оплачен вовремя
102,13,2025-04-22,6689.86,6689.86,Оплачен вовремя
103,13,2025-05-22,6689.86,6689.86,Оплачен вовремя
104,13,2025-06-21,6689.86,6689.86,Оплачен вовремя
105,13,2025-07-21,6689.86,6689.86,Оплачен вовремя
106,13,2025-08-20,6689.86,6689.86,Оплачен вовремя
107,13,2025-09-19,6689.86,6689.86,Оплачен вовремя
108,13,2025-10-19,6689.86,6689.86,Оплачен вовремя
109,13,2025-11-18,6689.86,6689.86,Оплачен вовремя
110,13,2025-12-18,6689.86,6689.86,Оплачен вовремя
111,14,2023-09-04,13106.38,13106.38,Оплачен вовремя
112,14,2023-10-04,13106.38,13106.38,Оплачен вовремя
113,14,2023-11-03,13106.38,13106.38,Оплачен вовремя
114,14,2023-12-03,13106.38,13106.38,Оплачен вовремя
115,14,2024-01-02,13106.38,13106.38,Оплачен вовремя
116,14,2024-02-01,13106.38,13106.38,Оплачен вовремя
117,14,2024-03-02,13106.38,13106.38,Оплачен вовремя
118,14,2024-04-01,13106.38,13106.38,Оплачен вовремя
119,14,2024-05-01,13106.38,13106.38,Оплачен вовремя
120,14,2024-05-31,13106.38,13106.38,Оплачен вовремя
121,14,2024-06-30,13106.38,13106.38,Оплачен вовремя
122,14,2024-07-30,13106.38,13106.38,Оплачен вовремя
123,14,2024-08-29,13106.38,13106.38,Оплачен вовремя
124,14,2024-09-28,13106.38,13106.38,Оплачен вовремя
125,14,2024-10-28,13106.38,13106.38,Оплачен вовремя
126,14,2024-11-27,13106.38,13106.38,Оплачен вовремя
127,14,2024-12-27,13106.38,13106.38,Оплачен вовремя
128,14,2025-01-26,13106.38,13106.38,Оплачен вовремя
129,14,2025-02-25,13106.38,13106.38,Оплачен вовремя
130,14,2025-03-27,13106.38,13106.38,Оплачен вовремя
131,14,2025-04-26,13106.38,13106.38,Оплачен вовремя
132,14,2025-05-26,13106.38,13106.38,Оплачен вовремя
133,14,2025-06-25,13106.38,13106.38,Оплачен вовремя
134,14,2025-07-25,13106.38,13106.38,Оплачен вовремя
135,15,2025-07-02,486541.61,0.0,Не оплачен
136,15,2025-08-01,486541.61,486541.61,Оплачен вовремя
137,15,2025-08-31,486541.61,486541.61,Просрочен
138,15,2025-09-30,486541.61,486541.61,Просрочен
139,15,2025-10-30,486541.61,486541.61,Оплачен вовремя
140,15,2025-11-29,486541.61,486541.61,Оплачен вовремя
141,16,2023-06-19,62854.48,62854.48,Оплачен вовремя
142,16,2023-07-19,62854.48,62854.48,Оплачен вовремя
143,16,2023-08-18,62854.48,62854.48,Оплачен вовремя
144,16,2023-09-17,62854.48,62854.48,Оплачен вовремя
145,16,2023-10-17,62854.48,62854.48,Оплачен вовремя
146,16,2023-11-16,62854.48,62854.48,Оплачен вовремя
147,16,2023-12-16,62854.48,62854.48,Оплачен вовремя
148,16,2024-01-15,62854.48,62854.48,Оплачен вовремя
149,16,2024-02-14,62854.48,62854.48,Оплачен вовремя
150,16,2024-03-15,62854.48,62854.48,Оплачен вовремя
151,16,2024-04-14,62854.48,62854.48,Оплачен вовремя
152,16,2024-05-14,62854.48,62854.48,Оплачен вовремя
153,16,2024-06-13,62854.48,62854.48,Оплачен вовремя
154,16,2024-07-13,62854.48,62854.48,Оплачен вовремя
155,16,2024-08-12,62854.48,62854.48,Оплачен вовремя
156,16,2024-09-11,62854.48,62854.48,Оплачен вовремя
157,16,2024-10-11,62854.48,62854.48,Оплачен вовремя
158,16,2024-11-10,62854.48,62854.48,Оплачен вовремя
159,16,2024-12-10,62854.48,62854.48,Оплачен вовремя
160,16,2025-01-09,62854.48,62854.48,Оплачен вовремя
161,16,2025-02-08,62854.48,62854.48,Оплачен вовремя
162,16,2025-03-10,62854.48,62854.48,Оплачен вовремя
163,16,2025-04-09,62854.48,62854.48,Оплачен вовремя
164,16,2025-05-09,62854.48,62854.48,Оплачен вовремя
165,17,2024-08-16,22160.85,22160.85,Оплачен вовремя
166,17,2024-09-15,22160.85,22160.85,Оплачен вовремя
167,17,2024-10-15,22160.85,22160.85,Оплачен вовремя
168,17,2024-11-14,22160.85,22160.85,Оплачен вовремя
169,17,2024-12-14,22160.85,22160.85,Оплачен вовремя
170,17,2025-01-13,22160.85,22160.85,Оплачен вовремя
171,17,2025-02-12,22160.85,22160.85,Оплачен вовремя
172,17,2025-03-14,22160.85,22160.85,Оплачен вовремя
173,17,2025-04-13,22160.85,22160.85,Оплачен вовремя
174,17,2025-05-13,22160.85,22160.85,Оплачен вовремя
175,17,2025-06-12,22160.85,22160.85,Оплачен вовремя
176,17,2025-07-12,22160.85,22160.85,Оплачен вовремя
177,18,2025-05-03,289493.98,289493.98,Оплачен вовремя
178,18,2025-06-02,289493.98,289493.98,Оплачен вовремя
179,18,2025-07-02,289493.98,289493.98,Оплачен вовремя
180,19,2024-11-09,46762.99,46762.99,Оплачен вовремя
181,19,2024-12-09,46762.99,46762.99,Оплачен вовремя
182,19,2025-01-08,46762.99,46762.99,Оплачен вовремя
183,19,2025-02-07,46762.99,46762.99,Оплачен вовремя
184,19,2025-03-09,46762.99,46762.99,Оплачен вовремя
185,19,2025-04-08,46762.99,46762.99,Оплачен вовремя
186,19,2025-05-08,46762.99,46762.99,Оплачен вовремя
187,19,2025-06-07,46762.99,46762.99,Оплачен вовремя
188,19,2025-07-07,46762.99,46762.99,Оплачен вовремя
189,19,2025-08-06,46762.99,46762.99,Оплачен вовремя
190,19,2025-09-05,46762.99,46762.99,Оплачен вовремя
191,19,2025-10-05,46762.99,46762.99,Оплачен вовремя
192,19,2025-11-04,46762.99,46762.99,Оплачен вовремя
193,19,2025-12-04,46762.99,46762.99,Оплачен вовремя
194,20,2023-04-08,25423.81,25423.81,Оплачен вовремя
195,20,2023-05-08,25423.81,25423.81,Оплачен вовремя
196,20,2023-06-07,25423.81,25423.81,Оплачен вовремя
197,20,2023-07-07,25423.81,25423.81,Оплачен вовремя
198,20,2023-08-06,25423.81,25423.81,Оплачен вовремя
199,20,2023-09-05,25423.81,25423.81,Оплачен вовремя
200,20,2023-10-05,25423.81,25423.81,Оплачен вовремя
201,20,2023-11-04,25423.81,25423.81,Оплачен вовремя
202,20,2023-12-04,25423.81,25423.81,Оплачен вовремя
203,20,2024-01-03,25423.81,25423.81,Оплачен вовремя
204,20,2024-02-02,25423.81,25423.81,Оплачен вовремя
205,20,2024-03-03,25423.81,25423.81,Оплачен вовремя
206,20,2024-04-02,25423.81,25423.81,Оплачен вовремя
207,20,2024-05-02,25423.81,25423.81,Оплачен вовремя
208,20,2024-06-01,25423.81,25423.81,Оплачен вовремя
209,20,2024-07-01,25423.81,25423.81,Оплачен вовремя
210,20,2024-07-31,25423.81,25423.81,Оплачен вовремя
211,20,2024-08-30,25423.81,25423.81,Оплачен вовремя
212,20,2024-09-29,25423.81,25423.81,Оплачен вовремя
213,20,2024-10-29,25423.81,25423.81,Оплачен вовремя
214,20,2024-11-28,25423.81,25423.81,Оплачен вовремя
215,20,2024-12-28,25423.81,25423.81,Оплачен вовремя
216,20,2025-01-27,25423.81,25423.81,Оплачен вовремя
217,20,2025-02-26,25423.81,25423.81,Оплачен вовремя
218,21,2025-07-12,7820.06,7820.06,Оплачен вовремя
219,21,2025-08-11,7820.06,7820.06,Оплачен вовремя
220,21,2025-09-10,7820.06,7820.06,Оплачен вовремя
221,21,2025-10-10,7820.06,7820.06,Оплачен вовремя
222,21,2025-11-09,7820.06,7820.06,Оплачен вовремя
223,21,2025-12-09,7820.06,7820.06,Оплачен вовремя
224,22,2022-11-29,4819.14,4819.14,Оплачен вовремя
225,22,2022-12-29,4819.14,4819.14,Оплачен вовремя
226,22,2023-01-28,4819.14,4819.14,Оплачен вовремя
227,22,2023-02-27,4819.14,4819.14,Оплачен вовремя
228,22,2023-03-29,4819.14,4819.14,Оплачен вовремя
229,22,2023-04-28,4819.14,4819.14,Оплачен вовремя
230,22,2023-05-28,4819.14,4819.14,Оплачен вовремя
231,22,2023-06-27,4819.14,4819.14,Оплачен вовремя
232,22,2023-07-27,4819.14,4819.14,Оплачен вовремя
233,22,2023-08-26,4819.14,4819.14,Оплачен вовремя
234,22,2023-09-25,4819.14,4819.14,Оплачен вовремя
235,22,2023-10-25,4819.14,4819.14,Оплачен вовремя
236,22,2023-11-24,4819.14,4819.14,Оплачен вовремя
237,22,2023-12-24,4819.14,4819.14,Оплачен вовремя
238,22,2024-01-23,4819.14,4819.14,Оплачен вовремя
239,22,2024-02-22,4819.14,4819.14,Оплачен вовремя
240,22,2024-03-23,4819.14,4819.14,Оплачен вовремя
241,22,2024-04-22,4819.14,4819.14,Оплачен вовремя
242,22,2024-05-22,4819.14,4819.14,Оплачен вовремя
243,22,2024-06-21,4819.14,4819.14,Оплачен вовремя
244,22,2024-07-21,4819.14,4819.14,Оплачен вовремя
245,22,2024-08-20,4819.14,4819.14,Оплачен вовремя
246,22,2024-09-19,4819.14,4819.14,Оплачен вовремя
247,22,2024-10-19,4819.14,4819.14,Оплачен вовремя
248,22,2024-11-18,4819.14,4819.14,Оплачен вовремя
249,22,2024-12-18,4819.14,4819.14,Оплачен вовремя
250,22,2025-01-17,4819.14,4819.14,Оплачен вовремя
251,22,2025-02-16,4819.14,4819.14,Оплачен вовремя
252,22,2025-03-18,4819.14,4819.14,Оплачен вовремя
253,22,2025-04-17,4819.14,4819.14,Оплачен вовремя
254,22,2025-05-17,4819.14,4819.14,Оплачен вовремя
255,22,2025-06-16,4819.14,4819.14,Оплачен вовремя
256,22,2025-07-16,4819.14,4819.14,Оплачен вовремя
257,22,2025-08-15,4819.14,4819.14,Оплачен вовремя
258,22,2025-09-14,4819.14,4819.14,Оплачен вовремя
259,22,2025-10-14,4819.14,4819.14,Оплачен вовремя
260,22,2025-11-13,4819.14,4819.14,Оплачен вовремя
261,22,2025-12-13,4819.14,4819.14,Оплачен вовремя
262,23,2023-10-09,251824.59,251824.59,Оплачен вовремя
263,23,2023-11-08,251824.59,251824.59,Оплачен вовремя
264,23,2023-12-08,251824.59,251824.59,Оплачен вовремя
265,23,2024-01-07,251824.59,251824.59,Оплачен вовремя
266,23,2024-02-06,251824.59,251824.59,Оплачен вовремя
267,23,2024-03-07,251824.59,251824.59,Оплачен вовремя
268,24,2024-02-05,274049.48,274049.48,Оплачен вовремя
269,24,2024-03-06,274049.48,274049.48,Оплачен вовремя
270,24,2024-04-05,274049.48,274049.48,Оплачен вовремя
271,24,2024-05-05,274049.48,274049.48,Оплачен вовремя
272,24,2024-06-04,274049.48,274049.48,Оплачен вовремя
273,24,2024-07-04,274049.48,274049.48,Оплачен вовремя
274,25,2024-10-02,8076.27,8076.27,Оплачен вовремя
275,25,2024-11-01,8076.27,8076.27,Оплачен вовремя
276,25,2024-12-01,8076.27,8076.27,Оплачен вовремя
277,25,2024-12-31,8076.27,8076.27,Оплачен вовремя
278,25,2025-01-30,8076.27,8076.27,Оплачен вовремя
279,25,2025-03-01,8076.27,8076.27,Оплачен вовремя
280,25,2025-03-31,8076.27,8076.27,Оплачен вовремя
281,25,2025-04-30,8076.27,8076.27,Оплачен вовремя
282,25,2025-05-30,8076.27,8076.27,Оплачен вовремя
283,25,2025-06-29,8076.27,8076.27,Оплачен вовремя
284,25,2025-07-29,8076.27,8076.27,Оплачен вовремя
285,25,2025-08-28,8076.27,8076.27,Оплачен вовремя
286,25,2025-09-27,8076.27,8076.27,Оплачен вовремя
287,25,2025-10-27,8076.27,8076.27,Оплачен вовремя
288,25,2025-11-26,8076.27,8076.27,Оплачен вовремя
289,26,2024-07-08,689241.58,689241.58,Оплачен вовремя
290,26,2024-08-07,689241.58,689241.58,Оплачен вовремя
291,26,2024-09-06,689241.58,689241.58,Оплачен вовремя
292,26,2024-10-06,689241.58,689241.58,Оплачен вовремя
293,26,2024-11-05,689241.58,689241.58,Оплачен вовремя
294,26,2024-12-05,689241.58,689241.58,Оплачен вовремя
295,27,2025-09-18,16847.7,16847.7,Оплачен вовремя
296,27,2025-10-18,16847.7,16847.7,Оплачен вовремя
297,27,2025-11-17,16847.7,16847.7,Оплачен вовремя
298,27,2025-12-17,16847.7,16847.7,Оплачен вовремя
299,28,2023-09-18,87885.24,87885.24,Оплачен вовремя
300,28,2023-10-18,87885.24,0.0,Не оплачен
301,28,2023-11-17,87885.24,87885.24,Оплачен вовремя
302,28,2023-12-17,87885.24,87885.24,Оплачен вовремя
303,28,2024-01-16,87885.24,87885.24,Оплачен вовремя
304,28,2024-02-15,87885.24,87885.24,Оплачен вовремя
305,28,2024-03-16,87885.24,87885.24,Оплачен вовремя
306,28,2024-04-15,87885.24,87885.24,Оплачен вовремя
307,28,2024-05-15,87885.24,87885.24,Оплачен вовремя
308,28,2024-06-14,87885.24,87885.24,Оплачен вовремя
309,28,2024-07-14,87885.24,87885.24,Оплачен вовремя
310,28,2024-08-13,87885.24,0.0,Не оплачен
311,28,2024-09-12,87885.24,87885.24,Оплачен вовремя
312,28,2024-10-12,87885.24,0.0,Не оплачен
313,28,2024-11-11,87885.24,87885.24,Оплачен вовремя
314,28,2024-12-11,87885.24,87885.24,Оплачен вовремя
315,28,2025-01-10,87885.24,87885.24,Оплачен вовремя
316,28,2025-02-09,87885.24,87885.24,Просрочен
317,28,2025-03-11,87885.24,87885.24,Оплачен вовремя
318,28,2025-04-10,87885.24,0.0,Не оплачен
319,28,2025-05-10,87885.24,87885.24,Оплачен вовремя
320,28,2025-06-09,87885.24,0.0,Не оплачен
321,28,2025-07-09,87885.24,87885.24,Оплачен вовремя
322,28,2025-08-08,87885.24,87885.24,Оплачен вовремя
323,29,2025-12-02,19739.64,19739.64,Оплачен вовремя
324,30,2022-05-13,64892.89,64892.89,Оплачен вовремя
325,30,2022-06-12,64892.89,64892.89,Оплачен вовремя
326,30,2022-07-12,64892.89,64892.89,Оплачен вовремя
327,30,2022-08-11,64892.89,64892.89,Оплачен вовремя
328,30,2022-09-10,64892.89,64892.89,Оплачен вовремя
329,30,2022-10-10,64892.89,64892.89,Оплачен вовремя
330,30,2022-11-09,64892.89,64892.89,Оплачен вовремя
331,30,2022-12-09,64892.89,64892.89,Оплачен вовремя
332,30,2023-01-08,64892.89,64892.89,Оплачен вовремя
333,30,2023-02-07,64892.89,64892.89,Оплачен вовремя
334,30,2023-03-09,64892.89,64892.89,Оплачен вовремя
335,30,2023-04-08,64892.89,64892.89,Оплачен вовремя
336,30,2023-05-08,64892.89,64892.89,Оплачен вовремя
337,30,2023-06-07,64892.89,64892.89,Оплачен вовремя
338,30,2023-07-07,64892.89,64892.89,Оплачен вовремя
339,30,2023-08-06,64892.89,64892.89,Оплачен вовремя
340,30,2023-09-05,64892.89,64892.89,Оплачен вовремя
341,30,2023-10-05,64892.89,64892.89,Оплачен вовремя
342,30,2023-11-04,64892.89,64892.89,Оплачен вовремя
343,30,2023-12-04,64892.89,64892.89,Оплачен вовремя
344,30,2024-01-03,64892.89,64892.89,Оплачен вовремя
345,30,2024-02-02,64892.89,64892.89,Оплачен вовремя
346,30,2024-03-03,64892.89,64892.89,Оплачен вовремя
347,30,2024-04-02,64892.89,64892.89,Оплачен вовремя
348,30,2024-05-02,64892.89,64892.89,Оплачен вовремя
349,30,2024-06-01,64892.89,64892.89,Оплачен вовремя
350,30,2024-07-01,64892.89,64892.89,Оплачен вовремя
351,30,2024-07-31,64892.89,64892.89,Оплачен вовремя
352,30,2024-08-30,64892.89,64892.89,Оплачен вовремя
353,30,2024-09-29,64892.89,64892.89,Оплачен вовремя
354,30,2024-10-29,64892.89,64892.89,Оплачен вовремя
355,30,2024-11-28,64892.89,64892.89,Оплачен вовремя
356,30,2024-12-28,64892.89,64892.89,Оплачен вовремя
357,30,2025-01-27,64892.89,64892.89,Оплачен вовремя
358,30,2025-02-26,64892.89,64892.89,Оплачен вовремя
359,30,2025-03-28,64892.89,64892.89,Оплачен вовремя
360,30,2025-04-27,64892.89,64892.89,Оплачен вовремя
361,30,2025-05-27,64892.89,64892.89,Оплачен вовремя
362,30,2025-06-26,64892.89,64892.89,Оплачен вовремя
363,30,2025-07-26,64892.89,64892.89,Оплачен вовремя
364,30,2025-08-25,64892.89,64892.89,Оплачен вовремя
365,30,2025-09-24,64892.89,64892.89,Оплачен вовремя
366,30,2025-10-24,64892.89,64892.89,Оплачен вовремя
367,30,2025-11-23,64892.89,64892.89,Оплачен вовремя
368,31,2024-01-28,15308.1,15308.1,Оплачен вовремя
369,31,2024-02-27,15308.1,15308.1,Просрочен
370,31,2024-03-28,15308.1,0.0,Не оплачен
371,31,2024-04-27,15308.1,15308.1,Оплачен вовремя
372,31,2024-05-27,15308.1,0.0,Не оплачен
373,31,2024-06-26,15308.1,15308.1,Оплачен вовремя
374,31,2024-07-26,15308.1,0.0,Не оплачен
375,31,2024-08-25,15308.1,15308.1,Оплачен вовремя
376,31,2024-09-24,15308.1,15308.1,Оплачен вовремя
377,31,2024-10-24,15308.1,15308.1,Оплачен вовремя
378,31,2024-11-23,15308.1,15308.1,Просрочен
379,31,2024-12-23,15308.1,15308.1,Оплачен вовремя
380,31,2025-01-22,15308.1,15308.1,Оплачен вовремя
381,31,2025-02-21,15308.1,15308.1,Оплачен вовремя
382,31,2025-03-23,15308.1,15308.1,Оплачен вовремя
383,31,2025-04-22,15308.1,15308.1,Просрочен
384,31,2025-05-22,15308.1,15308.1,Оплачен вовремя
385,31,2025-06-21,15308.1,15308.1,Оплачен вовремя
386,31,2025-07-21,15308.1,15308.1,Оплачен вовремя
387,31,2025-08-20,15308.1,15308.1,Оплачен вовремя
388,31,2025-09-19,15308.1,15308.1,Оплачен вовремя
389,31,2025-10-19,15308.1,15308.1,Оплачен вовремя
390,31,2025-11-18,15308.1,15308.1,Оплачен вовремя
391,31,2025-12-18,15308.1,15308.1,Оплачен вовремя
392,32,2025-06-02,12824.42,12824.42,Оплачен вовремя
393,32,2025-07-02,12824.42,12824.42,Оплачен вовремя
394,32,2025-08-01,12824.42,12824.42,Оплачен вовремя
395,32,2025-08-31,12824.42,12824.42,Оплачен вовремя
396,32,2025-09-30,12824.42,12824.42,Оплачен вовремя
397,32,2025-10-30,12824.42,12824.42,Оплачен вовремя
398,32,2025-11-29,12824.42,12824.42,Оплачен вовремя
399,33,2023-11-04,19950.19,19950.19,Оплачен вовремя
400,33,2023-12-04,19950.19,19950.19,Оплачен вовремя
401,33,2024-01-03,19950.19,19950.19,Оплачен вовремя
402,33,2024-02-02,19950.19,19950.19,Оплачен вовремя
403,33,2024-03-03,19950.19,19950.19,Оплачен вовремя
404,33,2024-04-02,19950.19,19950.19,Оплачен вовремя
405,33,2024-05-02,19950.19,19950.19,Оплачен вовремя
406,33,2024-06-01,19950.19,19950.19,Оплачен вовремя
407,33,2024-07-01,19950.19,19950.19,Оплачен вовремя
408,33,2024-07-31,19950.19,19950.19,Оплачен вовремя
409,33,2024-08-30,19950.19,19950.19,Оплачен вовремя
410,33,2024-09-29,19950.19,19950.19,Оплачен вовремя
411,33,2024-10-29,19950.19,19950.19,Оплачен вовремя
412,33,2024-11-28,19950.19,19950.19,Оплачен вовремя
413,33,2024-12-28,19950.19,19950.19,Оплачен вовремя
414,33,2025-01-27,19950.19,19950.19,Оплачен вовремя
415,33,2025-02-26,19950.19,19950.19,Оплачен вовремя
416,33,2025-03-28,19950.19,19950.19,Оплачен вовремя
417,33,2025-04-27,19950.19,19950.19,Оплачен вовремя
418,33,2025-05-27,19950.19,19950.19,Оплачен вовремя
419,33,2025-06-26,19950.19,19950.19,Оплачен вовремя
420,33,2025-07-26,19950.19,19950.19,Оплачен вовремя
421,33,2025-08-25,19950.19,19950.19,Оплачен вовремя
422,33,2025-09-24,19950.19,19950.19,Оплачен вовремя
423,33,2025-10-24,19950.19,19950.19,Оплачен вовремя
424,33,2025-11-23,19950.19,19950.19,Оплачен вовремя
425,34,2025-07-13,42354.89,0.0,Не оплачен
426,34,2025-08-12,42354.89,42354.89,Оплачен вовремя
427,34,2025-09-11,42354.89,42354.89,Оплачен вовремя
428,34,2025-10-11,42354.89,42354.89,Оплачен вовремя
429,34,2025-11-10,42354.89,42354.89,Просрочен
430,34,2025-12-10,42354.89,42354.89,Оплачен вовремя
431,35,2025-01-29,11628.31,11628.31,Оплачен вовремя
432,35,2025-02-28,11628.31,11628.31,Оплачен вовремя
433,35,2025-03-30,11628.31,11628.31,Оплачен вовремя
434,35,2025-04-29,11628.31,11628.31,Оплачен вовремя
435,35,2025-05-29,11628.31,11628.31,Оплачен вовремя
436,35,2025-06-28,11628.31,11628.31,Оплачен вовремя
437,35,2025-07-28,11628.31,11628.31,Оплачен вовремя
438,35,2025-08-27,11628.31,11628.31,Оплачен вовремя
439,35,2025-09-26,11628.31,11628.31,Оплачен вовремя
440,35,2025-10-26,11628.31,11628.31,Оплачен вовремя
441,35,2025-11-25,11628.31,11628.31,Оплачен вовремя
442,35,2025-12-25,11628.31,11628.31,Оплачен вовремя
443,36,2025-10-09,8671.91,8671.91,Оплачен вовремя
444,36,2025-11-08,8671.91,8671.91,Оплачен вовремя
445,36,2025-12-08,8671.91,8671.91,Оплачен вовремя
446,37,2025-12-15,18622.08,18622.08,Оплачен вовремя
447,38,2022-08-31,88902.12,88902.12,Оплачен вовремя
448,38,2022-09-30,88902.12,88902.12,Оплачен вовремя
449,38,2022-10-30,88902.12,88902.12,Оплачен вовремя
450,38,2022-11-29,88902.12,88902.12,Оплачен вовремя
451,38,2022-12-29,88902.12,88902.12,Оплачен вовремя
452,38,2023-01-28,88902.12,88902.12,Оплачен вовремя
453,39,2025-03-10,22168.66,22168.66,Оплачен вовремя
