account_id,customer_id,account_type,currency,open_date,status
106,342,Текущий,RUB,2022-09-28,Активен
107,697,Сберегательный,RUB,2025-05-30,Активен
108,461,Сберегательный,RUB,2025-12-23,Активен
109,707,Текущий,RUB,2025-05-07,Активен
110,24,Сберегательный,RUB,2025-10-18,Активен
111,272,Сберегательный,RUB,2024-08-23,Активен
112,425,Сберегательный,RUB,2025-11-13,Активен
113,602,Сберегательный,RUB,2025-01-15,Активен
114,513,Сберегательный,RUB,2023-07-22,Активен
115,48,Текущий,RUB,2024-11-25,Активен
116,660,Сберегательный,RUB,2025-05-13,Активен
117,196,Сберегательный,RUB,2024-05-20,Активен
118,549,Текущий,RUB,2025-03-18,Активен
119,780,Сберегательный,RUB,2025-03-17,Активен
120,124,Сберегательный,USD,2023-04-01,Активен
121,369,Сберегательный,RUB,2025-10-07,Активен
122,99,Текущий,RUB,2025-09-08,Закрыт
123,56,Сберегательный,RUB,2024-08-22,Активен
124,195,Текущий,USD,2025-02-18,Активен
125,308,Текущий,RUB,2024-02-06,Активен
126,180,Сберегательный,RUB,2025-11-29,Активен
127,575,Текущий,RUB,2025-07-06,Активен
128,711,Текущий,RUB,2025-07-23,Активен
129,635,Сберегательный,RUB,2023-09-24,Активен
130,671,Текущий,RUB,2024-04-26,Активен
131,196,Сберегательный,RUB,2024-05-20,Активен
132,199,Сберегательный,RUB,2024-06-18,Активен
133,521,Текущий,RUB,2025-08-30,Активен
134,290,Текущий,RUB,2025-01-11,Активен
135,47,Текущий,RUB,2023-04-14,Активен
136,93,Сберегательный,RUB,2024-06-07,Активен
137,132,Текущий,RUB,2025-12-17,Активен
138,786,Сберегательный,RUB,2024-02-04,Закрыт
139,611,Текущий,RUB,2024-12-23,Активен
140,754,Сберегательный,RUB,2024-05-17,Активен
141,622,Сберегательный,RUB,2023-03-01,Активен
142,542,Сберегательный,RUB,2025-08-01,Активен
143,127,Сберегательный,RUB,2024-12-01,Активен
144,346,Сберегательный,EUR,2025-11-07,Закрыт
145,292,Текущий,RUB,2024-09-30,Активен
146,507,Текущий,RUB,2024-04-06,Активен
147,100,Текущий,RUB,2025-08-06,Активен
148,312,Текущий,RUB,2025-10-04,Активен
149,531,Текущий,RUB,2025-08-04,Активен
150,524,Текущий,RUB,2024-12-31,Активен
151,662,Сберегательный,RUB,2022-08-26,Активен
152,740,Текущий,RUB,2023-06-02,Активен
153,638,Сберегательный,RUB,2025-11-05,Активен
154,315,Сберегательный,RUB,2022-11-13,Активен
155,604,Текущий,RUB,2025-12-06,Активен
156,568,Текущий,RUB,2025-06-19,Активен
157,45,Текущий,RUB,2024-10-16,Активен
158,633,Сберегательный,RUB,2024-12-07,Закрыт
159,271,Сберегательный,USD,2025-07-31,Активен
160,708,Сберегательный,RUB,2025-11-10,Закрыт
161,79,Текущий,RUB,2025-09-29,Активен
162,788,Текущий,RUB,2025-10-02,Активен
163,620,Текущий,USD,2022-06-03,Активен
164,696,Сберегательный,RUB,2025-08-12,Активен
165,229,Текущий,RUB,2025-03-17,Активен
166,152,Сберегательный,RUB,2025-03-25,Активен
167,538,Текущий,RUB,2025-04-07,Активен
168,547,Текущий,RUB,2024-12-12,Активен
169,548,Сберегательный,RUB,2025-03-01,Закрыт
170,799,Сберегательный,RUB,2022-07-10,Активен
171,380,Сберегательный,RUB,2025-11-19,Активен
172,649,Сберегательный,RUB,2024-02-29,Активен
173,428,Текущий,RUB,2025-10-06,Закрыт
174,141,Текущий,RUB,2025-11-26,Активен
175,744,Сберегательный,RUB,2025-11-15,Активен
176,642,Текущий,RUB,2025-11-04,Активен
177,727,Сберегательный,RUB,2022-09-25,Активен
178,50,Текущий,RUB,2024-04-22,Активен
179,17,Текущий,EUR,2024-01-29,Активен
180,527,Текущий,RUB,2025-10-03,Закрыт
181,29,Сберегательный,RUB,2024-02-28,Активен
182,273,Текущий,RUB,2025-06-03,Закрыт
183,338,Сберегательный,RUB,2025-03-25,Активен
184,9,Сберегательный,RUB,2022-12-05,Активен
185,715,Текущий,RUB,2024-11-21,Закрыт
186,93,Сберегательный,RUB,2025-02-01,Активен
187,48,Сберегательный,RUB,2022-06-11,Активен
188,772,Текущий,EUR,2025-02-06,Активен
189,80,Сберегательный,RUB,2025-08-31,Активен
190,687,Текущий,RUB,2025-02-15,Активен
191,148,Текущий,RUB,2025-06-21,Активен
192,660,Сберегательный,RUB,2025-04-07,Закрыт
193,503,Сберегательный,RUB,2023-04-02,Активен
194,798,Сберегательный,RUB,2025-06-23,Активен
195,437,Текущий,RUB,2023-06-21,Активен
196,519,Сберегательный,RUB,2023-12-29,Активен
197,525,Текущий,RUB,2024-05-05,Активен
198,711,Сберегательный,RUB,2024-10-05,Активен
199,415,Текущий,USD,2025-06-05,Активен
200,506,Текущий,RUB,2025-01-23,Активен
201,521,Текущий,USD,2025-08-30,Активен
202,25,Сберегательный,RUB,2025-10-08,Активен
203,441,Текущий,EUR,2025-10-28,Закрыт
204,426,Текущий,RUB,2023-12-24,Активен
205,415,Сберегательный,USD,2024-11-21,Активен
206,459,Текущий,RUB,2022-12-29,Активен
207,554,Сберегательный,RUB,2022-09-20,Активен
208,451,Текущий,RUB,2025-10-24,Активен
209,677,Сберегательный,RUB,2024-03-21,Закрыт
210,479,Сберегательный,RUB,2024-10-10,Активен
211,360,Текущий,RUB,2025-01-26,Закрыт
212,151,Сберегательный,USD,2025-07-02,Активен
213,44,Текущий,RUB,2024-11-25,Закрыт
214,617,Текущий,RUB,2025-11-22,Активен
215,621,Сберегательный,RUB,2025-02-25,Активен
216,631,Сберегательный,RUB,2024-12-29,Активен
217,470,Сберегательный,RUB,2024-12-06,Активен
218,475,Сберегательный,RUB,2025-10-04,Активен
219,335,Сберегательный,RUB,2024-02-18,Закрыт
220,676,Сберегательный,RUB,2024-04-09,Активен
221,737,Сберегательный,RUB,2025-01-13,Активен
222,235,Текущий,RUB,2025-10-15,Активен
223,124,Сберегательный,RUB,2025-02-23,Активен
224,61,Сберегательный,RUB,2023-06-28,Закрыт
225,708,Текущий,RUB,2025-11-04,Активен
226,473,Сберегательный,RUB,2023-05-30,Активен
227,679,Сберегательный,RUB,2025-12-14,Активен
228,519,Текущий,RUB,2025-01-24,Активен
229,333,Текущий,EUR,2023-06-08,Активен
230,154,Текущий,RUB,2025-11-28,Активен
231,477,Сберегательный,RUB,2024-11-01,Активен
232,76,Сберегательный,RUB,2023-06-26,Активен
233,161,Текущий,RUB,2024-08-13,Активен
234,576,Сберегательный,RUB,2023-10-23,Активен
235,705,Текущий,RUB,2025-03-18,Активен
236,87,Текущий,RUB,2025-02-22,Активен
237,649,Сберегательный,RUB,2024-10-31,Активен
238,625,Сберегательный,RUB,2023-03-30,Закрыт
239,96,Сберегательный,EUR,2023-08-25,Активен
240,679,Сберегательный,RUB,2025-12-14,Активен
241,527,Текущий,USD,2025-08-08,Активен
242,355,Сберегательный,USD,2025-10-29,Закрыт
243,661,Сберегательный,RUB,2025-01-18,Активен
244,20,Сберегательный,RUB,2025-11-03,Активен
245,594,Текущий,RUB,2025-02-26,Активен
246,151,Текущий,USD,2025-08-27,Активен
247,476,Текущий,RUB,2023-09-24,Закрыт
248,434,Текущий,RUB,2024-12-20,Активен
249,724,Текущий,RUB,2024-07-23,Активен
250,600,Сберегательный,RUB,2025-12-10,Закрыт
251,304,Текущий,RUB,2025-12-08,Активен
252,761,Текущий,RUB,2023-11-11,Активен
253,408,Текущий,USD,2024-02-04,Активен
254,664,Сберегательный,RUB,2024-04-14,Активен
255,643,Текущий,RUB,2023-09-09,Активен
256,720,Текущий,RUB,2025-08-06,Активен
257,360,Текущий,RUB,2025-04-14,Активен
258,160,Сберегательный,RUB,2025-06-15,Активен
259,561,Сберегательный,RUB,2025-08-31,Активен
260,57,Текущий,RUB,2025-09-15,Активен
261,154,Сберегательный,EUR,2025-11-28,Активен
262,712,Сберегательный,USD,2025-10-16,Активен
263,399,Текущий,RUB,2025-01-28,Активен
264,301,Сберегательный,RUB,2022-09-16,Активен
265,292,Сберегательный,RUB,2024-01-04,Активен
266,754,Текущий,RUB,2025-08-15,Закрыт
267,317,Сберегательный,RUB,2023-07-25,Активен
268,390,Текущий,RUB,2024-07-09,Активен
269,367,Текущий,RUB,2025-01-29,Активен
270,738,Текущий,RUB,2024-06-20,Активен
271,567,Сберегательный,RUB,2025-09-14,Закрыт
272,129,Сберегательный,RUB,2025-09-04,Активен
273,161,Сберегательный,RUB,2024-08-10,Активен
274,372,Текущий,RUB,2025-10-04,Активен
275,755,Сберегательный,RUB,2024-01-17,Активен
276,507,Текущий,RUB,2023-10-04,Активен
277,34,Сберегательный,RUB,2025-08-05,Активен
278,675,Сберегательный,RUB,2025-02-20,Закрыт
279,268,Текущий,RUB,2025-02-15,Активен
280,202,Сберегательный,RUB,2025-05-27,Активен
281,4,Текущий,RUB,2023-03-24,Закрыт
282,130,Текущий,RUB,2025-07-07,Активен
283,568,Сберегательный,RUB,2024-11-04,Активен
284,771,Сберегательный,RUB,2024-02-24,Закрыт
285,90,Текущий,RUB,2025-01-10,Активен
286,417,Сберегательный,RUB,2024-01-02,Закрыт
287,506,Сберегательный,RUB,2025-01-23,Активен
288,421,Текущий,RUB,2024-11-29,Активен
289,704,Текущий,RUB,2025-04-19,Активен
290,522,Текущий,RUB,2025-08-25,Активен
291,146,Текущий,RUB,2024-09-17,Закрыт
292,121,Сберегательный,RUB,2024-09-25,Активен
293,795,Сберегательный,RUB,2023-10-06,Активен
294,668,Текущий,EUR,2024-07-20,Закрыт
295,452,Сберегательный,RUB,2023-10-26,Активен
296,180,Текущий,RUB,2025-11-29,Активен
297,297,Текущий,RUB,2025-09-11,Активен
298,626,Текущий,RUB,2024-02-10,Закрыт
299,200,Сберегательный,RUB,2023-12-24,Активен
300,176,Текущий,RUB,2024-09-14,Закрыт
301,260,Текущий,RUB,2025-07-09,Активен
302,273,Текущий,RUB,2025-08-10,Активен
303,269,Текущий,RUB,2024-01-12,Активен
304,142,Текущий,RUB,2024-04-29,Активен
305,643,Текущий,RUB,2024-09-07,Активен
306,588,Текущий,RUB,2024-09-07,Активен
307,48,Текущий,RUB,2025-04-28,Активен
308,582,Сберегательный,USD,2023-05-13,Активен
309,624,Текущий,RUB,2025-10-18,Закрыт
310,431,Текущий,RUB,2025-09-17,Активен
311,362,Сберегательный,RUB,2025-12-20,Закрыт
312,218,Текущий,RUB,2025-02-05,Активен
313,742,Сберегательный,USD,2024-11-12,Активен
314,260,Текущий,RUB,2025-07-09,Активен
315,490,Текущий,RUB,2022-11-02,Активен
316,441,Текущий,RUB,2025-10-28,Активен
317,495,Текущий,RUB,2024-01-25,Активен
318,349,Текущий,RUB,2025-07-10,Активен
319,630,Текущий,RUB,2025-09-12,Активен
320,324,Сберегательный,RUB,2025-10-21,Активен
321,650,Сберегательный,RUB,2023-09-08,Активен
322,426,Сберегательный,RUB,2024-09-14,Активен
323,687,Сберегательный,RUB,2025-11-27,Активен
324,715,Текущий,RUB,2024-11-21,Активен
325,190,Текущий,RUB,2025-07-05,Активен
326,25,Текущий,RUB,2025-04-12,Активен
327,725,Сберегательный,RUB,2025-11-11,Активен
328,349,Сберегательный,RUB,2025-07-10,Активен
329,101,Сберегательный,RUB,2025-01-02,Активен
330,791,Текущий,RUB,2025-10-25,Активен
331,176,Сберегательный,RUB,2025-02-15,Активен
332,154,Сберегательный,RUB,2025-11-28,Активен
333,100,Текущий,RUB,2025-12-15,Активен
334,764,Текущий,RUB,2025-09-12,Активен
335,747,Текущий,RUB,2025-12-03,Закрыт
336,507,Текущий,RUB,2024-03-31,Активен
337,391,Текущий,RUB,2025-07-26,Активен
338,667,Сберегательный,RUB,2024-08-23,Закрыт
339,164,Текущий,RUB,2023-11-20,Активен
340,779,Сберегательный,RUB,2025-06-29,Закрыт
341,315,Текущий,USD,2024-12-03,Активен
342,729,Сберегательный,RUB,2025-09-04,Активен
343,289,Сберегательный,RUB,2025-09-07,Закрыт
344,234,Текущий,RUB,2025-05-12,Активен
345,747,Текущий,RUB,2025-10-12,Активен
346,678,Сберегательный,RUB,2024-07-09,Активен
347,615,Сберегательный,RUB,2023-12-25,Активен
348,693,Текущий,USD,2024-11-26,Активен
349,637,Сберегательный,RUB,2025-02-14,Активен
350,352,Текущий,RUB,2024-08-18,Активен
351,298,Сберегательный,RUB,2024-04-07,Активен
352,240,Текущий,RUB,2025-06-18,Активен
353,587,Сберегательный,RUB,2023-11-28,Закрыт
354,455,Сберегательный,EUR,2025-03-23,Активен
355,121,Текущий,RUB,2025-02-27,Активен
356,94,Текущий,RUB,2024-07-28,Активен
357,545,Текущий,RUB,2024-05-01,Активен
358,529,Сберегательный,USD,2023-04-16,Активен
359,610,Сберегательный,RUB,2024-11-23,Активен
360,296,Сберегательный,RUB,2024-07-14,Активен
361,166,Сберегательный,RUB,2023-07-27,Активен
362,114,Текущий,RUB,2025-03-20,Активен
363,464,Текущий,RUB,2025-08-07,Активен
364,523,Текущий,RUB,2023-08-08,Активен
365,179,Текущий,RUB,2023-12-31,Активен
366,554,Сберегательный,RUB,2022-06-10,Активен
367,197,Сберегательный,RUB,2025-01-13,Закрыт
368,416,Сберегательный,RUB,2023-10-08,Активен
369,577,Текущий,RUB,2025-11-27,Активен
370,224,Сберегательный,RUB,2024-11-05,Активен
371,547,Сберегательный,RUB,2025-01-12,Активен
372,251,Сберегательный,EUR,2025-11-06,Активен
373,344,Сберегательный,RUB,2025-12-01,Активен
374,292,Сберегательный,RUB,2024-01-04,Активен
375,68,Сберегательный,RUB,2023-10-29,Активен
376,543,Сберегательный,USD,2025-06-12,Активен
377,69,Сберегательный,RUB,2025-03-31,Активен
378,484,Сберегательный,RUB,2024-10-29,Активен
379,441,Текущий,RUB,2025-10-28,Активен
380,39,Текущий,RUB,2025-03-25,Активен
381,242,Сберегательный,RUB,2024-06-27,Активен
382,90,Текущий,RUB,2022-11-03,Активен
383,365,Сберегательный,RUB,2025-07-16,Активен
384,622,Текущий,RUB,2023-09-07,Активен
385,185,Текущий,RUB,2025-11-15,Активен
386,751,Текущий,RUB,2024-09-02,Активен
387,590,Сберегательный,RUB,2023-11-17,Активен
388,463,Сберегательный,RUB,2025-06-19,Активен
389,542,Текущий,RUB,2025-10-23,Закрыт
390,253,Текущий,EUR,2025-08-23,Активен
391,594,Сберегательный,RUB,2025-02-26,Активен
392,444,Сберегательный,RUB,2024-11-07,Закрыт
393,285,Текущий,RUB,2024-08-07,Активен
394,587,Сберегательный,RUB,2025-08-04,Активен
395,692,Текущий,RUB,2025-06-08,Активен
396,314,Сберегательный,RUB,2023-12-22,Активен
397,775,Сберегательный,RUB,2025-12-25,Активен
398,376,Сберегательный,RUB,2024-06-30,Активен
399,514,Сберегательный,RUB,2024-12-02,Закрыт
400,179,Текущий,RUB,2023-07-16,Активен
401,368,Текущий,RUB,2025-12-06,Активен
402,574,Сберегательный,RUB,2024-04-26,Активен
403,668,Текущий,RUB,2023-08-29,Активен
404,40,Сберегательный,RUB,2025-06-19,Активен
405,233,Сберегательный,RUB,2023-05-22,Активен
406,584,Текущий,RUB,2022-09-26,Активен
407,130,Сберегательный,RUB,2025-09-20,Активен
408,160,Сберегательный,RUB,2025-06-15,Закрыт
409,610,Текущий,RUB,2022-10-04,Закрыт
410,779,Сберегательный,RUB,2025-06-29,Активен
411,378,Сберегательный,RUB,2025-09-17,Активен
412,384,Сберегательный,RUB,2024-01-24,Активен
413,418,Сберегательный,RUB,2024-04-24,Активен
414,616,Текущий,RUB,2024-12-07,Активен
415,724,Сберегательный,USD,2024-08-18,Активен
416,222,Сберегательный,RUB,2025-02-02,Активен
417,505,Текущий,RUB,2025-05-07,Активен
418,777,Сберегательный,RUB,2023-09-29,Активен
419,357,Сберегательный,RUB,2025-04-03,Активен
420,510,Сберегательный,RUB,2024-09-09,Активен
421,388,Сберегательный,RUB,2025-02-09,Активен
422,88,Сберегательный,RUB,2025-01-22,Активен
423,20,Сберегательный,RUB,2025-11-03,Активен
424,440,Сберегательный,RUB,2024-07-21,Активен
425,750,Текущий,RUB,2024-10-04,Активен
426,538,Текущий,RUB,2025-04-07,Активен
427,494,Текущий,RUB,2025-12-22,Активен
428,181,Текущий,RUB,2022-11-05,Активен
429,777,Сберегательный,EUR,2023-10-01,Активен
430,527,Текущий,RUB,2024-08-07,Активен
431,377,Сберегательный,RUB,2023-08-29,Активен
432,133,Сберегательный,RUB,2024-08-20,Активен
433,541,Текущий,RUB,2024-04-10,Активен
434,716,Текущий,RUB,2024-09-26,Активен
435,247,Текущий,RUB,2024-10-16,Активен
436,354,Сберегательный,RUB,2025-10-27,Закрыт
437,242,Текущий,RUB,2024-06-27,Активен
438,468,Сберегательный,RUB,2025-07-31,Активен
439,97,Текущий,RUB,2025-09-27,Активен
440,552,Текущий,RUB,2024-07-17,Активен
441,331,Текущий,RUB,2025-04-12,Активен
442,162,Сберегательный,RUB,2023-10-23,Активен
443,797,Текущий,RUB,2022-11-14,Активен
444,677,Сберегательный,USD,2024-10-20,Активен
445,375,Сберегательный,RUB,2025-07-04,Активен
446,401,Текущий,RUB,2025-12-07,Активен
447,251,Сберегательный,RUB,2023-12-09,Активен
448,212,Текущий,RUB,2025-09-08,Активен
449,420,Сберегательный,RUB,2024-01-04,Активен
450,523,Сберегательный,RUB,2024-09-20,Активен
451,782,Текущий,RUB,2024-09-30,Активен
452,170,Сберегательный,RUB,2023-10-25,Активен
453,736,Текущий,RUB,2025-05-11,Закрыт
454,33,Сберегательный,RUB,2022-11-14,Активен
455,260,Сберегательный,RUB,2025-07-09,Активен
456,623,Сберегательный,RUB,2023-09-05,Активен
457,530,Текущий,RUB,2023-05-05,Активен
458,658,Текущий,RUB,2025-01-08,Активен
459,84,Текущий,RUB,2025-07-23,Активен
460,521,Сберегательный,RUB,2025-08-30,Активен
461,716,Текущий,RUB,2024-12-07,Активен
462,699,Текущий,RUB,2023-07-03,Активен
463,455,Текущий,RUB,2024-11-28,Активен
464,585,Сберегательный,RUB,2024-03-06,Активен
465,638,Текущий,RUB,2023-03-29,Активен
466,616,Текущий,RUB,2023-03-04,Активен
467,169,Сберегательный,RUB,2025-08-15,Активен
468,284,Сберегательный,RUB,2025-12-21,Активен
469,637,Текущий,USD,2025-02-14,Активен
470,662,Текущий,RUB,2024-11-29,Активен
471,613,Текущий,RUB,2024-02-04,Активен
472,749,Сберегательный,RUB,2023-10-11,Активен
473,640,Сберегательный,RUB,2025-07-31,Активен
474,146,Текущий,RUB,2024-05-24,Закрыт
475,66,Сберегательный,RUB,2025-01-31,Активен
476,142,Сберегательный,USD,2024-12-29,Закрыт
477,151,Сберегательный,RUB,2023-10-08,Активен
478,275,Сберегательный,RUB,2024-04-24,Активен
479,733,Текущий,RUB,2025-11-22,Активен
480,191,Сберегательный,RUB,2025-01-31,Закрыт
481,637,Сберегательный,RUB,2025-02-14,Активен
482,692,Текущий,RUB,2024-07-12,Закрыт
483,745,Текущий,RUB,2024-11-26,Активен
484,390,Сберегательный,USD,2024-07-09,Активен
485,108,Текущий,RUB,2025-09-20,Активен
486,315,Текущий,RUB,2024-07-31,Активен
487,211,Сберегательный,RUB,2025-04-07,Активен
488,196,Текущий,RUB,2024-05-20,Активен
489,234,Текущий,RUB,2024-12-13,Активен
490,50,Текущий,RUB,2025-11-13,Активен
491,637,Сберегательный,RUB,2025-02-14,Активен
492,502,Сберегательный,RUB,2024-04-25,Закрыт
493,764,Текущий,RUB,2024-06-08,Активен
494,742,Текущий,RUB,2023-10-07,Активен
495,372,Сберегательный,RUB,2025-10-04,Активен
496,283,Текущий,RUB,2023-10-16,Активен
497,247,Текущий,RUB,2025-11-30,Активен
498,779,Текущий,RUB,2025-06-29,Закрыт
499,581,Текущий,RUB,2024-05-03,Активен
500,193,Текущий,RUB,2023-08-20,Активен
501,51,Сберегательный,RUB,2023-06-22,Активен
502,175,Сберегательный,RUB,2022-09-25,Активен
503,80,Текущий,RUB,2024-09-26,Активен
504,432,Текущий,RUB,2025-05-24,Активен
505,462,Текущий,RUB,2025-08-26,Активен
506,555,Сберегательный,RUB,2025-03-30,Активен
507,8,Текущий,RUB,2023-12-07,Активен
508,114,Сберегательный,RUB,2024-08-10,Закрыт
509,129,Текущий,RUB,2024-06-21,Активен
510,77,Текущий,RUB,2024-02-05,Активен
511,292,Текущий,RUB,2024-01-04,Активен
512,342,Текущий,RUB,2023-08-13,Активен
513,222,Текущий,RUB,2025-02-02,Активен
514,663,Сберегательный,RUB,2025-08-18,Активен
515,519,Текущий,RUB,2025-06-29,Активен
516,333,Текущий,RUB,2025-09-30,Активен
517,793,Сберегательный,RUB,2023-02-20,Активен
518,749,Текущий,RUB,2025-09-02,Закрыт
519,350,Сберегательный,RUB,2025-10-26,Активен
520,645,Сберегательный,RUB,2024-09-18,Активен
521,592,Текущий,USD,2024-08-12,Активен
522,408,Текущий,RUB,2024-09-19,Закрыт
523,479,Текущий,RUB,2024-10-22,Закрыт
524,226,Сберегательный,RUB,2024-12-20,Активен
525,25,Сберегательный,RUB,2025-04-12,Активен
526,704,Сберегательный,RUB,2025-04-19,Активен
527,490,Сберегательный,RUB,2025-07-05,Активен
528,269,Сберегательный,RUB,2023-06-26,Закрыт
529,787,Текущий,RUB,2025-12-06,Закрыт
530,720,Текущий,RUB,2025-01-25,Активен
531,164,Сберегательный,USD,2025-03-19,Активен
532,239,Текущий,RUB,2025-07-07,Активен
533,602,Текущий,RUB,2025-01-15,Активен
534,98,Текущий,RUB,2023-09-25,Активен
535,701,Текущий,RUB,2025-08-31,Активен
536,338,Текущий,RUB,2025-03-25,Активен
537,96,Сберегательный,RUB,2022-10-26,Активен
538,98,Сберегательный,RUB,2024-04-27,Закрыт
539,443,Сберегательный,RUB,2025-07-28,Закрыт
540,536,Текущий,RUB,2023-05-24,Активен
541,551,Текущий,RUB,2025-06-07,Активен
542,274,Сберегательный,RUB,2025-12-06,Активен
543,59,Сберегательный,RUB,2024-09-03,Активен
544,669,Сберегательный,RUB,2024-02-05,Активен
545,67,Текущий,RUB,2022-10-09,Активен
546,360,Сберегательный,RUB,2022-07-31,Закрыт
547,740,Текущий,RUB,2025-10-06,Закрыт
548,73,Сберегательный,RUB,2024-06-18,Закрыт
549,778,Сберегательный,RUB,2024-07-26,Закрыт
550,236,Сберегательный,RUB,2024-08-19,Активен
551,114,Текущий,RUB,2024-08-10,Активен
552,58,Текущий,RUB,2024-07-13,Активен
553,631,Сберегательный,EUR,2023-05-19,Активен
